Province,Entry_Date,Cumulative confirmed cases,Confirmed cases per day,Cumulative death cases,Deaths per day,Cumulative hospitalizations cases,hospitalizations per day,Mortality rate,Daily mortality rate
Yukon,4/1/2022,4249,24,24,0,0,0,0.565,0
Quebec,4/1/2022,965920,3084,13799,15,1275,37,1.429,0.486
Alberta,4/1/2022,543462,859,4074,0,964,0,0.75,0
Prince Edward Island,4/1/2022,25799,0,18,0,19,0,0.07,0
Nova Scotia,4/1/2022,47123,0,255,0,51,0,0.541,0
New Brunswick,4/1/2022,48197,0,349,0,142,0,0.724,0
Nunavut,4/1/2022,3472,0,6,0,0,0,0.173,0
Saskatchewan,4/1/2022,130739,0,1228,0,324,0,0.939,0
Nova Scotia,4/2/2022,47123,0,255,0,51,0,0.541,0
Quebec,4/2/2022,968911,2991,13807,8,1322,47,1.425,0.267
Prince Edward Island,4/2/2022,25799,0,18,0,19,0,0.07,0
Newfoundland and Labrador,4/2/2022,39310,293,116,0,38,0,0.295,0
Ontario,4/2/2022,1184021,2550,12553,6,856,50,1.06,0.235
Manitoba,4/2/2022,136573,1359,1751,7,359,0,1.282,0.515
Saskatchewan,4/2/2022,131771,1032,1252,24,324,0,0.95,2.326
Alberta,4/2/2022,544126,664,4074,0,964,0,0.749,0
Nunavut,4/2/2022,3472,0,6,0,0,0,0.173,0
Northwest Territories,4/2/2022,10951,0,21,0,0,0,0.192,0
British Columbia,4/2/2022,356969,197,3004,2,274,0,0.842,1.015
Yukon,4/2/2022,4265,16,24,0,0,0,0.563,0
Nunavut,4/3/2022,3472,0,6,0,0,0,0.173,0
Newfoundland and Labrador,4/3/2022,39537,227,116,0,38,0,0.293,0
Northwest Territories,4/3/2022,10951,0,21,0,0,0,0.192,0
Quebec,4/3/2022,971278,2367,13821,14,1350,28,1.423,0.591
Saskatchewan,4/3/2022,131771,0,1252,0,324,0,0.95,0
Prince Edward Island,4/3/2022,25799,0,18,0,19,0,0.07,0
Yukon,4/3/2022,4279,14,24,0,0,0,0.561,0
Nova Scotia,4/3/2022,47123,0,255,0,51,0,0.541,0
Alberta,4/3/2022,544646,520,4074,0,964,0,0.748,0
Manitoba,4/3/2022,136573,0,1751,0,359,0,1.282,0
New Brunswick,4/3/2022,51854,0,358,0,78,0,0.69,0
Ontario,4/3/2022,1185926,1905,12567,14,894,38,1.06,0.735
British Columbia,4/3/2022,357215,246,3004,0,274,0,0.841,0
Nova Scotia,4/4/2022,47123,0,255,0,51,0,0.541,0
Saskatchewan,4/4/2022,131771,0,1252,0,324,0,0.95,0
Ontario,4/4/2022,1188521,2595,12573,6,976,82,1.058,0.231
British Columbia,4/4/2022,357483,268,3004,0,321,47,0.84,0
Northwest Territories,4/4/2022,11004,53,21,0,0,0,0.191,0
New Brunswick,4/4/2022,51854,0,358,0,78,0,0.69,0
Manitoba,4/4/2022,136573,0,1751,0,359,0,1.282,0
Alberta,4/4/2022,545469,823,4104,30,964,0,0.752,3.645
Yukon,4/4/2022,4286,7,24,0,0,0,0.56,0
Nunavut,4/4/2022,3472,0,6,0,0,0,0.173,0
Newfoundland and Labrador,4/4/2022,39691,154,118,2,43,5,0.297,1.299
Prince Edward Island,4/4/2022,25799,0,18,0,19,0,0.07,0
Quebec,4/4/2022,973551,2273,13839,18,1407,57,1.421,0.792
Northwest Territories,4/5/2022,11004,0,21,0,0,0,0.191,0
Quebec,4/5/2022,976971,3420,13862,23,1479,72,1.419,0.673
Ontario,4/5/2022,1192392,3871,12580,7,1108,132,1.055,0.181
British Columbia,4/5/2022,357699,216,3004,0,334,13,0.84,0
New Brunswick,4/5/2022,51854,0,358,0,78,0,0.69,0
Saskatchewan,4/5/2022,131771,0,1252,0,324,0,0.95,0
Nova Scotia,4/5/2022,47123,0,263,8,51,0,0.558,0
Manitoba,4/5/2022,136573,0,1751,0,359,0,1.282,0
Alberta,4/5/2022,546500,1031,4104,0,964,0,0.751,0
Nunavut,4/5/2022,3531,59,7,1,0,0,0.198,1.695
Newfoundland and Labrador,4/5/2022,39994,303,118,0,43,0,0.295,0
Yukon,4/5/2022,4295,9,24,0,0,0,0.559,0
Prince Edward Island,4/5/2022,28375,2576,19,1,19,0,0.067,0.039
Newfoundland and Labrador,4/6/2022,40333,339,122,4,47,4,0.302,1.18
Saskatchewan,4/6/2022,131771,0,1252,0,324,0,0.95,0
Prince Edward Island,4/6/2022,28375,0,19,0,19,0,0.067,0
Yukon,4/6/2022,4319,24,24,0,0,0,0.556,0
Nova Scotia,4/6/2022,47123,0,263,0,51,0,0.558,0
New Brunswick,4/6/2022,51854,0,358,0,78,0,0.69,0
Northwest Territories,4/6/2022,11004,0,21,0,0,0,0.191,0
Quebec,4/6/2022,980719,3748,13882,20,1540,61,1.415,0.534
Alberta,4/6/2022,547510,1010,4104,0,990,26,0.75,0
Manitoba,4/6/2022,136573,0,1751,0,386,27,1.282,0
Quebec,4/7/2022,984265,3546,13895,13,1582,42,1.412,0.367
Northwest Territories,4/7/2022,11004,0,21,0,0,0,0.191,0
Prince Edward Island,4/7/2022,28375,0,19,0,19,0,0.067,0
Alberta,4/7/2022,548429,919,4104,0,990,0,0.748,0
Nova Scotia,4/7/2022,47123,0,263,0,51,0,0.558,0
New Brunswick,4/7/2022,51854,0,358,0,78,0,0.69,0
Ontario,4/7/2022,1199779,3713,12599,11,1129,45,1.05,0.296
Yukon,4/7/2022,4341,22,24,0,0,0,0.553,0
Newfoundland and Labrador,4/7/2022,40616,283,122,0,47,0,0.3,0
Manitoba,4/7/2022,136573,0,1751,0,386,0,1.282,0
Saskatchewan,4/7/2022,131771,0,1252,0,354,30,0.95,0
Prince Edward Island,4/8/2022,28375,0,19,0,19,0,0.067,0
Quebec,4/8/2022,987852,3587,13907,12,1637,55,1.408,0.335
Ontario,4/8/2022,1203501,3722,12606,7,1149,20,1.047,0.188
Newfoundland and Labrador,4/8/2022,41009,393,124,2,47,0,0.302,0.509
British Columbia,4/8/2022,358501,258,3004,0,324,0,0.838,0
New Brunswick,4/8/2022,51854,0,358,0,78,0,0.69,0
Saskatchewan,4/8/2022,131771,0,1252,0,354,0,0.95,0
Yukon,4/8/2022,4356,15,24,0,0,0,0.551,0
Northwest Territories,4/8/2022,11004,0,21,0,0,0,0.191,0
Alberta,4/8/2022,549361,932,4104,0,990,0,0.747,0
Nova Scotia,4/8/2022,47123,0,263,0,51,0,0.558,0
Manitoba,4/8/2022,136573,0,1751,0,386,0,1.282,0
Yukon,4/9/2022,4371,15,24,0,0,0,0.549,0
New Brunswick,4/9/2022,55812,3958,368,10,79,1,0.659,0.253
Alberta,4/9/2022,550183,822,4104,0,990,0,0.746,0
British Columbia,4/9/2022,358740,239,3036,32,324,0,0.846,13.389
Manitoba,4/9/2022,138271,1698,1759,8,386,0,1.272,0.471
Quebec,4/9/2022,990809,2957,13929,22,1699,62,1.406,0.744
Newfoundland and Labrador,4/9/2022,41252,243,124,0,47,0,0.301,0
Ontario,4/9/2022,1206580,3079,12613,7,1224,75,1.045,0.227
Prince Edward Island,4/9/2022,28375,0,19,0,19,0,0.067,0
Nova Scotia,4/9/2022,47123,0,263,0,51,0,0.558,0
Saskatchewan,4/9/2022,132822,1051,1272,20,354,0,0.958,1.903
Northwest Territories,4/9/2022,11004,0,21,0,0,0,0.191,0
Northwest Territories,4/10/2022,11004,0,21,0,0,0,0.191,0
New Brunswick,4/10/2022,55812,0,368,0,79,0,0.659,0
Newfoundland and Labrador,4/10/2022,41427,175,124,0,47,0,0.299,0
Alberta,4/10/2022,550774,591,4104,0,990,0,0.745,0
Saskatchewan,4/10/2022,132822,0,1272,0,354,0,0.958,0
Nova Scotia,4/10/2022,47123,0,263,0,51,0,0.558,0
Manitoba,4/10/2022,138271,0,1759,0,386,0,1.272,0
British Columbia,4/10/2022,359003,263,3036,0,324,0,0.846,0
Prince Edward Island,4/10/2022,28375,0,19,0,19,0,0.067,0
Yukon,4/10/2022,4388,17,24,0,0,0,0.547,0
Quebec,4/10/2022,993415,2606,13948,19,1708,9,1.404,0.729
Alberta,4/11/2022,551613,839,4141,37,990,0,0.751,4.41
Nova Scotia,4/11/2022,47123,0,277,14,51,0,0.588,0
Manitoba,4/11/2022,138271,0,1759,0,386,0,1.272,0
Prince Edward Island,4/11/2022,28375,0,19,0,19,0,0.067,0
Yukon,4/11/2022,4401,13,24,0,0,0,0.545,0
Northwest Territories,4/11/2022,11136,132,21,0,0,0,0.189,0
Ontario,4/11/2022,1211442,2799,12641,10,1309,149,1.043,0.357
Saskatchewan,4/11/2022,132822,0,1272,0,354,0,0.958,0
Quebec,4/11/2022,995861,2446,13967,19,1793,85,1.403,0.777
British Columbia,4/11/2022,359253,250,3036,0,324,0,0.845,0
New Brunswick,4/11/2022,55812,0,368,0,79,0,0.659,0
British Columbia,4/12/2022,359594,341,3036,0,324,0,0.844,0
Nova Scotia,4/12/2022,47123,0,277,0,51,0,0.588,0
Prince Edward Island,4/12/2022,30604,2229,21,2,36,17,0.069,0.09
Alberta,4/12/2022,552625,1012,4141,0,990,0,0.749,0
Manitoba,4/12/2022,138271,0,1759,0,426,40,1.272,0
Quebec,4/12/2022,998776,2915,13992,25,1938,145,1.401,0.858
Saskatchewan,4/12/2022,132822,0,1272,0,354,0,0.958,0
Northwest Territories,4/12/2022,11136,0,21,0,0,0,0.189,0
New Brunswick,4/12/2022,55812,0,368,0,79,0,0.659,0
Ontario,4/12/2022,1215671,4229,12654,13,1379,70,1.041,0.307
Yukon,4/12/2022,4413,12,24,0,0,0,0.544,0
Newfoundland and Labrador,4/12/2022,41789,205,130,0,35,0,0.311,0
Saskatchewan,4/13/2022,132822,0,1272,0,354,0,0.958,0
Prince Edward Island,4/13/2022,30604,0,21,0,36,0,0.069,0
Nova Scotia,4/13/2022,47123,0,277,0,51,0,0.588,0
British Columbia,4/13/2022,359901,307,3036,0,324,0,0.844,0
Manitoba,4/13/2022,138271,0,1759,0,426,0,1.272,0
Quebec,4/13/2022,1002341,3565,14007,15,2060,122,1.397,0.421
Alberta,4/13/2022,553649,1024,4141,0,1053,63,0.748,0
Northwest Territories,4/13/2022,11136,0,21,0,0,0,0.189,0
New Brunswick,4/13/2022,55812,0,368,0,79,0,0.659,0
Yukon,4/13/2022,4427,14,24,0,0,0,0.542,0
Nova Scotia,4/14/2022,47123,0,277,0,59,8,0.588,0
British Columbia,4/14/2022,360231,330,3036,0,324,0,0.843,0
Northwest Territories,4/14/2022,11136,0,21,0,0,0,0.189,0
Ontario,4/14/2022,1224083,4145,12685,12,1400,33,1.036,0.29
Quebec,4/14/2022,1005801,3460,14033,26,2154,94,1.395,0.751
Manitoba,4/14/2022,138271,0,1759,0,426,0,1.272,0
Yukon,4/14/2022,4450,23,24,0,0,0,0.539,0
Saskatchewan,4/14/2022,132822,0,1272,0,403,49,0.958,0
New Brunswick,4/14/2022,55812,0,368,0,79,0,0.659,0
Newfoundland and Labrador,4/14/2022,42260,225,137,0,32,0,0.324,0
Prince Edward Island,4/14/2022,30604,0,21,0,36,0,0.069,0
Alberta,4/14/2022,554672,1023,4141,0,1053,0,0.747,0
Prince Edward Island,4/15/2022,30604,0,21,0,36,0,0.069,0
Nova Scotia,4/15/2022,47123,0,277,0,59,0,0.588,0
New Brunswick,4/15/2022,55812,0,368,0,79,0,0.659,0
Ontario,4/15/2022,1227586,3503,12698,13,1445,45,1.034,0.371
Newfoundland and Labrador,4/15/2022,42436,176,137,0,32,0,0.323,0
British Columbia,4/15/2022,360514,283,3036,0,324,0,0.842,0
Alberta,4/15/2022,555518,846,4141,0,1053,0,0.745,0
Northwest Territories,4/15/2022,11136,0,21,0,0,0,0.189,0
Manitoba,4/15/2022,138271,0,1759,0,426,0,1.272,0
Yukon,4/15/2022,4462,12,24,0,0,0,0.538,0
Saskatchewan,4/15/2022,132822,0,1272,0,403,0,0.958,0
Northwest Territories,4/16/2022,11136,0,21,0,0,0,0.189,0
Manitoba,4/16/2022,139465,1194,1774,15,426,0,1.272,1.256
Saskatchewan,4/16/2022,133712,890,1294,22,403,0,0.968,2.472
New Brunswick,4/16/2022,58768,2956,378,10,79,0,0.643,0.338
Prince Edward Island,4/16/2022,30604,0,21,0,36,0,0.069,0
British Columbia,4/16/2022,360776,262,3077,41,324,0,0.853,15.649
Ontario,4/16/2022,1229686,2100,12718,20,1481,36,1.034,0.952
Yukon,4/16/2022,4471,9,24,0,0,0,0.537,0
Nova Scotia,4/16/2022,47123,0,277,0,59,0,0.588,0
Alberta,4/16/2022,556257,739,4141,0,1053,0,0.744,0
Newfoundland and Labrador,4/16/2022,42573,137,137,0,32,0,0.322,0
Alberta,4/17/2022,556894,637,4141,0,1053,0,0.744,0
Yukon,4/17/2022,4478,7,24,0,0,0,0.536,0
Saskatchewan,4/17/2022,133712,0,1294,0,403,0,0.968,0
Ontario,4/17/2022,1231894,2208,12735,17,1528,47,1.034,0.77
Manitoba,4/17/2022,139465,0,1774,0,426,0,1.272,0
Quebec,4/17/2022,1012848,1787,14110,23,2159,28,1.393,1.287
Prince Edward Island,4/17/2022,30604,0,21,0,36,0,0.069,0
Newfoundland and Labrador,4/17/2022,42682,109,137,0,32,0,0.321,0
Northwest Territories,4/17/2022,11136,0,21,0,0,0,0.189,0
British Columbia,4/17/2022,361016,240,3077,0,324,0,0.852,0
New Brunswick,4/17/2022,58768,0,378,0,79,0,0.643,0
Nova Scotia,4/17/2022,47123,0,277,0,59,0,0.588,0
Newfoundland and Labrador,4/18/2022,42758,76,142,5,32,0,0.332,6.579
Yukon,4/18/2022,4488,10,24,0,0,0,0.535,0
Alberta,4/18/2022,557706,812,4190,49,1053,0,0.751,6.034
Saskatchewan,4/18/2022,133712,0,1294,0,403,0,0.968,0
Ontario,4/18/2022,1233027,1133,12756,21,1531,3,1.035,1.853
Nova Scotia,4/18/2022,47123,0,290,13,59,0,0.615,0
Manitoba,4/18/2022,139465,0,1774,0,426,0,1.272,0
Quebec,4/18/2022,1014456,1608,14134,24,2220,61,1.393,1.493
New Brunswick,4/18/2022,58768,0,378,0,79,0,0.643,0
Northwest Territories,4/18/2022,11136,0,21,0,0,0,0.189,0
Prince Edward Island,4/18/2022,30604,0,21,0,36,0,0.069,0
British Columbia,4/18/2022,361281,265,3077,0,324,0,0.852,0
Newfoundland and Labrador,4/19/2022,42946,188,142,0,32,0,0.331,0
Alberta,4/19/2022,558830,1124,4190,0,1053,0,0.75,0
Saskatchewan,4/19/2022,133712,0,1294,0,403,0,0.968,0
Northwest Territories,4/19/2022,11217,81,22,1,0,0,0.196,1.235
British Columbia,4/19/2022,361691,410,3077,0,324,0,0.851,0
Yukon,4/19/2022,4498,10,24,0,0,0,0.534,0
Nova Scotia,4/19/2022,47123,0,290,0,59,0,0.615,0
Quebec,4/19/2022,1016545,2089,14157,23,2281,61,1.393,1.101
New Brunswick,4/19/2022,58768,0,378,0,79,0,0.643,0
Manitoba,4/19/2022,139465,0,1774,0,538,112,1.272,0
Ontario,4/19/2022,1236487,3460,12763,7,1593,62,1.032,0.202
Yukon,4/20/2022,4520,22,24,0,0,0,0.531,0
Quebec,4/20/2022,1019319,2774,14185,28,2381,100,1.392,1.009
Northwest Territories,4/20/2022,11217,0,22,0,0,0,0.196,0
Prince Edward Island,4/20/2022,32532,0,23,0,16,0,0.071,0
Manitoba,4/20/2022,139465,0,1774,0,538,0,1.272,0
Ontario,4/20/2022,1241165,4678,12783,20,1670,77,1.03,0.428
Nova Scotia,4/20/2022,47123,0,290,0,59,0,0.615,0
Alberta,4/20/2022,560058,1228,4190,0,1126,73,0.748,0
British Columbia,4/20/2022,362062,371,3077,0,324,0,0.85,0
Saskatchewan,4/20/2022,133712,0,1294,0,403,0,0.968,0
New Brunswick,4/20/2022,58768,0,378,0,79,0,0.643,0
Quebec,4/21/2022,1022264,2945,14216,31,2405,24,1.391,1.053
Yukon,4/21/2022,4538,18,24,0,0,0,0.529,0
Newfoundland and Labrador,4/21/2022,43245,120,152,0,31,0,0.351,0
Nova Scotia,4/21/2022,47123,0,290,0,64,5,0.615,0
Alberta,4/21/2022,561096,1038,4190,0,1126,0,0.747,0
British Columbia,4/21/2022,362442,380,3077,0,485,161,0.849,0
Prince Edward Island,4/21/2022,32532,0,23,0,16,0,0.071,0
Northwest Territories,4/21/2022,11217,0,22,0,0,0,0.196,0
New Brunswick,4/21/2022,58768,0,378,0,79,0,0.643,0
Saskatchewan,4/21/2022,133712,0,1294,0,417,14,0.968,0
Manitoba,4/21/2022,139465,0,1774,0,538,0,1.272,0
Manitoba,4/22/2022,139465,0,1774,0,538,0,1.272,0
Alberta,4/22/2022,562064,968,4190,0,1126,0,0.745,0
Newfoundland and Labrador,4/22/2022,43397,152,157,5,31,0,0.362,3.289
British Columbia,4/22/2022,362806,364,3077,0,485,0,0.848,0
Northwest Territories,4/22/2022,11217,0,22,0,0,0,0.196,0
Yukon,4/22/2022,4561,23,24,0,0,0,0.526,0
New Brunswick,4/22/2022,58768,0,378,0,79,0,0.643,0
Nova Scotia,4/22/2022,47123,0,290,0,64,0,0.615,0
Quebec,4/22/2022,1024660,2396,14238,22,2410,5,1.39,0.918
Prince Edward Island,4/22/2022,32532,0,23,0,16,0,0.071,0
Saskatchewan,4/22/2022,133712,0,1294,0,417,0,0.968,0
New Brunswick,4/23/2022,60756,1988,384,6,87,8,0.632,0.302
Prince Edward Island,4/23/2022,32532,0,23,0,16,0,0.071,0
Yukon,4/23/2022,4583,22,24,0,0,0,0.524,0
Alberta,4/23/2022,562902,838,4190,0,1126,0,0.744,0
Manitoba,4/23/2022,140931,1466,1792,18,538,0,1.272,1.228
Northwest Territories,4/23/2022,11217,0,22,0,0,0,0.196,0
Nova Scotia,4/23/2022,47123,0,290,0,64,0,0.615,0
Ontario,4/23/2022,1251634,2645,12818,3,1695,37,1.024,0.113
Newfoundland and Labrador,4/23/2022,43534,137,157,0,31,0,0.361,0
Saskatchewan,4/23/2022,134541,829,1308,14,417,0,0.972,1.689
British Columbia,4/23/2022,363045,239,3147,70,485,0,0.867,29.289
Nova Scotia,4/24/2022,47123,0,290,0,64,0,0.615,0
Alberta,4/24/2022,563579,677,4190,0,1126,0,0.743,0
British Columbia,4/24/2022,363293,248,3147,0,485,0,0.866,0
Newfoundland and Labrador,4/24/2022,43622,88,157,0,31,0,0.36,0
Prince Edward Island,4/24/2022,32532,0,23,0,16,0,0.071,0
New Brunswick,4/24/2022,60756,0,384,0,87,0,0.632,0
Yukon,4/24/2022,4589,6,24,0,0,0,0.523,0
Saskatchewan,4/24/2022,134541,0,1308,0,417,0,0.972,0
Northwest Territories,4/24/2022,11217,0,22,0,0,0,0.196,0
Yukon,4/25/2022,4589,0,24,0,0,0,0.523,0
Quebec,4/25/2022,1029636,1447,14302,21,2345,1,1.389,1.451
Alberta,4/25/2022,564279,700,4252,62,1126,0,0.754,8.857
Newfoundland and Labrador,4/25/2022,43709,87,157,0,31,0,0.359,0
British Columbia,4/25/2022,363675,382,3147,0,485,0,0.865,0
Nova Scotia,4/25/2022,47123,0,314,24,64,0,0.666,0
Manitoba,4/25/2022,140931,0,1792,0,538,0,1.272,0
Prince Edward Island,4/25/2022,32532,0,23,0,16,0,0.071,0
Saskatchewan,4/25/2022,134541,0,1308,0,417,0,0.972,0
New Brunswick,4/25/2022,60756,0,384,0,87,0,0.632,0
Ontario,4/25/2022,1255434,2059,12845,14,1696,39,1.023,0.68
Northwest Territories,4/25/2022,11286,69,22,0,0,0,0.195,0
Quebec,4/26/2022,1031604,1968,14331,29,2409,64,1.389,1.474
Manitoba,4/26/2022,140931,0,1792,0,538,0,1.272,0
Saskatchewan,4/26/2022,134541,0,1308,0,417,0,0.972,0
British Columbia,4/26/2022,364095,420,3147,0,485,0,0.864,0
New Brunswick,4/26/2022,60756,0,384,0,87,0,0.632,0
Yukon,4/26/2022,4606,17,24,0,0,0,0.521,0
Alberta,4/26/2022,565357,1078,4252,0,1126,0,0.752,0
Nova Scotia,4/26/2022,47123,0,314,0,64,0,0.666,0
Northwest Territories,4/26/2022,11286,0,22,0,0,0,0.195,0
Ontario,4/26/2022,1259049,3615,12866,21,1741,45,1.022,0.581
Saskatchewan,4/27/2022,134541,0,1308,0,417,0,0.972,0
Ontario,4/27/2022,1261807,2758,12876,10,1741,0,1.02,0.363
Prince Edward Island,4/27/2022,34270,0,25,0,14,0,0.073,0
Yukon,4/27/2022,4622,16,24,0,0,0,0.519,0
Northwest Territories,4/27/2022,11286,0,22,0,0,0,0.195,0
Alberta,4/27/2022,566300,943,4252,0,1220,94,0.751,0
New Brunswick,4/27/2022,60756,0,384,0,87,0,0.632,0
Nova Scotia,4/27/2022,47123,0,314,0,64,0,0.666,0
Manitoba,4/27/2022,140931,0,1792,0,538,0,1.272,0
British Columbia,4/27/2022,364449,354,3147,0,485,0,0.863,0
Newfoundland and Labrador,4/27/2022,43916,93,162,5,24,0,0.369,5.376
New Brunswick,4/28/2022,60756,0,384,0,87,0,0.632,0
Manitoba,4/28/2022,140931,0,1792,0,579,41,1.272,0
British Columbia,4/28/2022,364812,363,3147,0,519,34,0.863,0
Yukon,4/28/2022,4643,21,25,1,0,0,0.538,4.762
Northwest Territories,4/28/2022,11286,0,22,0,0,0,0.195,0
Prince Edward Island,4/28/2022,34270,0,25,0,14,0,0.073,0
Nova Scotia,4/28/2022,47123,0,314,0,66,2,0.666,0
Alberta,4/28/2022,567218,918,4252,0,1220,0,0.75,0
Newfoundland and Labrador,4/28/2022,44042,126,162,0,24,0,0.368,0
Newfoundland and Labrador,4/29/2022,44144,102,164,2,24,0,0.372,1.961
Manitoba,4/29/2022,140931,0,1792,0,579,0,1.272,0
Prince Edward Island,4/29/2022,34270,0,25,0,14,0,0.073,0
Saskatchewan,4/29/2022,134541,0,1308,0,409,0,0.972,0
Yukon,4/29/2022,4654,11,25,0,0,0,0.537,0
New Brunswick,4/29/2022,60756,0,384,0,87,0,0.632,0
Northwest Territories,4/29/2022,11286,0,22,0,0,0,0.195,0
Nova Scotia,4/29/2022,47123,0,314,0,66,0,0.666,0
British Columbia,4/29/2022,365076,264,3147,0,519,0,0.862,0
Alberta,4/29/2022,567974,756,4252,0,1220,0,0.749,0
Saskatchewan,4/30/2022,135307,766,1322,14,409,0,0.977,1.828
Prince Edward Island,4/30/2022,34270,0,25,0,14,0,0.073,0
Northwest Territories,4/30/2022,11286,0,22,0,0,0,0.195,0
Ontario,4/30/2022,1268800,1790,12924,15,1712,0,1.019,0.838
Alberta,4/30/2022,568700,726,4252,0,1220,0,0.748,0
British Columbia,4/30/2022,365329,253,3226,79,519,0,0.883,31.225
Nova Scotia,4/30/2022,47123,0,314,0,66,0,0.666,0
Manitoba,4/30/2022,141973,1042,1819,27,579,0,1.281,2.591
Yukon,4/30/2022,4662,8,25,0,0,0,0.536,0
Newfoundland and Labrador,4/30/2022,44247,103,164,0,24,0,0.371,0
Newfoundland and Labrador,5/1/2022,44276,29,164,0,24,0,0.37,0
Manitoba,5/1/2022,141973,0,1819,0,579,0,1.281,0
Prince Edward Island,5/1/2022,34270,0,25,0,14,0,0.073,0
Northwest Territories,5/1/2022,11286,0,22,0,0,0,0.195,0
Saskatchewan,5/1/2022,135307,0,1322,0,409,0,0.977,0
New Brunswick,5/1/2022,62148,0,399,0,81,0,0.642,0
British Columbia,5/1/2022,365570,241,3226,0,519,0,0.882,0
Nova Scotia,5/1/2022,47123,0,314,0,66,0,0.666,0
Yukon,5/1/2022,4668,6,25,0,0,0,0.536,0
Alberta,5/1/2022,569309,609,4252,0,1220,0,0.747,0
New Brunswick,5/2/2022,62148,0,399,0,81,0,0.642,0
Manitoba,5/2/2022,141973,0,1819,0,579,0,1.281,0
Yukon,5/2/2022,4674,6,25,0,0,0,0.535,0
Saskatchewan,5/2/2022,135307,0,1322,0,409,0,0.977,0
Newfoundland and Labrador,5/2/2022,44341,65,165,1,24,0,0.372,1.538
British Columbia,5/2/2022,365864,294,3226,0,519,0,0.882,0
Alberta,5/2/2022,569980,671,4321,69,1220,0,0.758,10.283
Ontario,5/2/2022,1272067,1908,12968,25,1733,61,1.019,1.31
Northwest Territories,5/2/2022,11373,87,22,0,0,0,0.193,0
Nova Scotia,5/2/2022,47123,0,336,22,66,0,0.713,0
Prince Edward Island,5/2/2022,34270,0,25,0,14,0,0.073,0
Alberta,5/3/2022,570736,756,4321,0,1220,0,0.757,0
Ontario,5/3/2022,1274768,2701,12981,13,1778,45,1.018,0.481
Northwest Territories,5/3/2022,11373,0,22,0,0,0,0.193,0
Nova Scotia,5/3/2022,47123,0,336,0,66,0,0.713,0
Yukon,5/3/2022,4685,11,25,0,0,0,0.534,0
Manitoba,5/3/2022,141973,0,1819,0,579,0,1.281,0
Newfoundland and Labrador,5/3/2022,44385,44,165,0,24,0,0.372,0
British Columbia,5/3/2022,366174,310,3226,0,519,0,0.881,0
Quebec,5/3/2022,1042026,1543,14483,18,2195,25,1.39,1.167
New Brunswick,5/3/2022,62148,0,399,0,81,0,0.642,0
Saskatchewan,5/3/2022,135307,0,1322,0,409,0,0.977,0
Yukon,5/4/2022,4697,12,25,0,0,0,0.532,0
Prince Edward Island,5/4/2022,35433,0,26,0,13,0,0.073,0
New Brunswick,5/4/2022,62148,0,399,0,81,0,0.642,0
Nova Scotia,5/4/2022,47123,0,336,0,66,0,0.713,0
Manitoba,5/4/2022,141973,0,1819,0,579,0,1.281,0
Northwest Territories,5/4/2022,11373,0,22,0,0,0,0.193,0
Alberta,5/4/2022,571508,772,4321,0,1267,47,0.756,0
British Columbia,5/4/2022,366488,314,3226,0,519,0,0.88,0
Saskatchewan,5/4/2022,135307,0,1322,0,409,0,0.977,0
Manitoba,5/5/2022,141973,0,1819,0,579,0,1.281,0
Alberta,5/5/2022,572285,777,4321,0,1267,0,0.755,0
Newfoundland and Labrador,5/5/2022,44525,0,168,0,14,0,0.377,0
British Columbia,5/5/2022,366809,321,3226,0,550,31,0.879,0
Prince Edward Island,5/5/2022,35433,0,26,0,13,0,0.073,0
Yukon,5/5/2022,4714,17,25,0,0,0,0.53,0
Ontario,5/5/2022,1279323,2336,13017,13,1727,5,1.017,0.557
New Brunswick,5/5/2022,62148,0,399,0,81,0,0.642,0
Northwest Territories,5/5/2022,11373,0,22,0,0,0,0.193,0
Nova Scotia,5/5/2022,47123,0,336,0,66,0,0.713,0
Alberta,5/6/2022,572975,690,4321,0,1267,0,0.754,0
New Brunswick,5/6/2022,62148,0,399,0,81,0,0.642,0
Prince Edward Island,5/6/2022,35433,0,26,0,13,0,0.073,0
Northwest Territories,5/6/2022,11373,0,22,0,0,0,0.193,0
Manitoba,5/6/2022,141973,0,1819,0,579,0,1.281,0
British Columbia,5/6/2022,367095,286,3226,0,550,0,0.879,0
Nova Scotia,5/6/2022,47123,0,336,0,66,0,0.713,0
Saskatchewan,5/6/2022,135307,0,1322,0,390,0,0.977,0
Newfoundland and Labrador,5/6/2022,44633,108,168,0,14,0,0.376,0
Yukon,5/6/2022,4724,10,25,0,0,0,0.529,0
Prince Edward Island,5/7/2022,35433,0,26,0,13,0,0.073,0
British Columbia,5/7/2022,367313,218,3307,81,550,0,0.9,37.156
Alberta,5/7/2022,573565,590,4321,0,1267,0,0.753,0
Northwest Territories,5/7/2022,11373,0,22,0,0,0,0.193,0
Newfoundland and Labrador,5/7/2022,44680,47,168,0,14,0,0.376,0
Manitoba,5/7/2022,142875,902,1847,28,579,0,1.293,3.104
Yukon,5/7/2022,4738,14,25,0,0,0,0.528,0
Nova Scotia,5/7/2022,47123,0,336,0,66,0,0.713,0
Saskatchewan,5/7/2022,136017,710,1341,19,390,0,0.986,2.676
Newfoundland and Labrador,5/8/2022,44726,46,168,0,14,0,0.376,0
British Columbia,5/8/2022,367492,179,3307,0,550,0,0.9,0
